"Date","Open.Price","High.Price","Low.Price","Close.Price","VWAP","Volume","Spread.High.Low","Spread.Close.Open","Twitter.Publication.Count","Twitter.Positive.Sentiment","Twitter.Negative.Sentiment.Count","Twitter.Neutral.Sentiment.Count","Twitter.Sentiment.Daily.Maximum","Twitter.Sentiment.Daily.Minimum","Twitter.Sentiment.Daily.Average","News.Heat...Daily.Average.Story.Flow","News.Sentiment...Daily.Average","News.Publication...Daily.Number.of.Stories","News.Heat...Daily.Max.Readership","News.Neutral.Sentiment.Count","News.Negative.Sentiment.Count","News.Positive.Sentiment.Count","News.Publication.Count"
"28-03-2016",1029,1031.95,1015.5,1020.5,1022.457176,304410,16.45,-8.5,1.22222222222222,0,0,1.22222222222222,0,0,0,0.292962962962963,0.253674074074074,19.962962962963,0,5.85185185185185,0.777777777777778,4.85185185185185,35.037037037037
"29-03-2016",1023.05,1040.9,1022.4,1035.4,1034.326701,246687,18.5,12.35,6,0,0,5,0,0,0,0.75,0.14,50,0,24,1,12,103
"30-03-2016",1040.35,1050.9,1040.25,1044.9,1046.844297,225448,10.65,4.55,20,0,0,19,0,0,0,1.17,0.5473,70,0,16,1,17,113
"31-03-2016",1043,1055.95,1034.1,1045.25,1046.02656,292735,21.85,2.25,5,1,0,4,0.1068,0,0.0274,1.17,0.3209,60,2,11,2,8,129
"01-04-2016",1039,1045.9,1026.4,1033.65,1033.450943,205416,19.5,-5.35,3,1,0,2,0.1068,0,0.0638,1.08,0.4897,54,1,10,6,11,111
"04-04-2016",1036.15,1042.45,1024.45,1035.15,1032.861937,116143,18,-1,2.66666666666667,0,0,2.33333333333333,0,0,0,0.363333333333333,0.126233333333333,21.6666666666667,0,7.33333333333333,2,3.66666666666667,33
"05-04-2016",1030,1042,1022.65,1028.1,1029.900073,207501,19.35,-1.9,1,0,0,1,0,0,0,0.33,0.6501,25,0,4,0,9,54
"06-04-2016",1030.8,1035.9,1022.2,1031.45,1029.603311,87590,13.7,0.65,9,1,2,8,0.1068,-0.1068,-0.0303,0.46,0.1248,32,0,11,3,5,72
"07-04-2016",1032,1048,1023.25,1037.95,1037.863812,170492,24.75,5.95,10,0,0,7,0,0,0,0.54,0.38,37,0,13,1,10,114
"08-04-2016",1033.5,1054,1032.05,1037.85,1042.077181,259195,21.95,4.35,31,0,2,32,0,-0.1068,-0.0035,1.42,-0.4027,67,2,21,17,10,101
"11-04-2016",1035.2,1045,1033.3,1039.85,1040.203616,167315,11.7,4.65,3.33333333333333,0,0,2.66666666666667,0,0,0,0.416666666666667,-0.00493333333333333,26,0,7,8.33333333333333,7.33333333333333,57
"12-04-2016",1040.3,1057,1038.6,1047.15,1049.496556,193213,18.4,6.85,7,0,0,6,0,0,0,0.79,0.3316,59,0,18,3,14,106
"13-04-2016",1052,1068.3,1052,1065.45,1059.652864,421477,16.3,13.45,14,0,0,13,0,0,0,1.54,0.1179,94,0,28,4,10,121
"18-04-2016",1065.45,1065.7,1055,1061.75,1059.679836,375048,10.7,-3.7,5.74074074074074,0.333333333333333,0.296296296296296,5.44444444444444,0,-0.0302074074074074,-0.0303407407407407,0.900740740740741,0.347155555555556,52.7037037037037,0,10.5555555555556,6.85185185185185,10.7777777777778,65.4814814814815
"20-04-2016",1068.2,1070,1035.35,1038.3,1045.475324,261813,34.65,-29.9,2,1,0,1,0.1068,0,0.1062,0.79,0.5174,46,2,9,7,12,95
"21-04-2016",1044.9,1051.5,1035,1040.9,1041.892153,232079,16.5,-4,2,0,0,2,0,0,0,1.08,0.7599,68,0,3,2,9,65
"22-04-2016",1041,1047.75,1030.5,1038.75,1039.441826,242213,17.25,-2.25,30,13,4,13,0.683,-0.2504,0.5666,2.96,0.4656,413,4,72,22,69,381
"25-04-2016",1042.7,1044.9,1012.75,1016.15,1020.171032,628843,32.15,-26.55,43,28.6666666666667,2.33333333333333,11.6666666666667,0.525266666666667,-0.0733666666666667,0.627033333333333,1.47333333333333,0.830466666666667,102.666666666667,2.33333333333333,14.3333333333333,14.6666666666667,55,156.666666666667
"26-04-2016",1017,1023.85,1008,1016.8,1014.624205,411535,15.85,-0.2,5,1,0,5,0,0,0,0.29,0.8842,32,0,4,6,18,95
"27-04-2016",1019.9,1025.85,1015.1,1019.7,1021.505304,219250,10.75,-0.2,8,0,3,8,0,-0.1293,-0.0747,1.13,0.5505,72,0,12,0,13,88
"28-04-2016",1019.7,1019.7,992,997.35,1002.310689,676909,27.7,-22.35,3,2,0,1,0.1068,0,0.2458,0.29,0.742,30,0,6,6,14,71
"29-04-2016",995.7,998.75,977.85,982.55,988.3395073,477000,20.9,-13.15,3,1,1,1,0.7978,-0.1068,0.5416,0.63,0.1483,35,0,15,4,6,89
"02-05-2016",981.4,992.5,977.05,986.3,986.6816914,225517,15.45,4.9,14.6666666666667,7.33333333333333,0.333333333333333,7.33333333333333,0.1991,-0.0356,0.1059,0.32,0.310166666666667,277,0,3.66666666666667,0.333333333333333,5,36.3333333333333
"03-05-2016",989.8,994.7,972.6,976.05,981.9063147,282136,22.1,-13.75,1,0,0,1,0,0,0,1.54,-0.0474,23,0,8,2,2,1294
"04-05-2016",976,983.65,974.25,977.5,979.0786959,227280,9.4,1.5,3,0,0,3,0,0,0,0.33,0.3477,34,0,8,6,8,66
"05-05-2016",982.25,983.5,971.1,975.05,976.8729269,253122,12.4,-7.2,1,0,0,1,0,0,0,0.46,0.1247,37,0,13,2,5,211
"06-05-2016",975,976.95,967.5,969.15,971.1379577,225888,9.45,-5.85,8,0,0,8,0,0,0,0.42,0.4027,32,0,13,0,10,81
"09-05-2016",975,986,972.5,982.95,980.8357013,186660,13.5,7.95,5,0,0,4.66666666666667,0,0,0,0.306666666666667,0.276433333333333,16,0,4.33333333333333,0,4.33333333333333,34
"10-05-2016",982,984.85,978.05,981.35,981.3897114,110977,6.8,-0.65,11,0,0,9,0,0,0,0.38,0.5136,33,0,6,0,8,146
"11-05-2016",973,980.45,971,974.85,976.3772819,155682,9.45,1.85,1,0,0,1,0,0,0,0.38,0.2329,30,0,11,0,7,52
"12-05-2016",977,992.45,975.7,991.05,986.4014014,218644,16.75,14.05,6,0,0,6,0,0,0,0.71,0.6662,58,0,10,3,16,75
"13-05-2016",988,990.9,975.5,978,981.2792324,186873,15.4,-10,8,0,1,7,0,-0.1068,-0.0186,0.29,0.254,31,0,13,0,6,53
"16-05-2016",978.25,982.05,972,976.15,976.6958455,182427,10.05,-2.1,4.66666666666667,0,3,2.66666666666667,0,-0.205366666666667,-0.2037,0.123333333333333,0.387333333333333,8.33333333333333,0,2,1,5.66666666666667,22
"17-05-2016",980,983.3,966.65,970.2,974.9704057,176081,16.65,-9.8,3,0,0,3,0,0,0,0.38,-0.0726,23,0,5,2,2,51
"18-05-2016",967,972.75,965.2,970.15,970.008354,146038,7.55,3.15,4,0,2,2,0,0,0,0.92,0.2609,56,0,28,3,17,95
"19-05-2016",971.15,971.7,946.15,950.55,961.9149447,207759,25.55,-20.6,4,0,0,4,0,-0.2039,0,0.58,0.1513,31,0,16,4,8,99
"20-05-2016",951.15,954.6,932.35,934.1,943.4366604,380536,22.25,-17.05,3,0,1,2,0,0,0,0.42,0.1314,30,0,9,3,4,63
"23-05-2016",938.4,940,925.7,930,932.2889642,479357,14.3,-8.4,2,0,0.333333333333333,1.66666666666667,0,0,0,0.0966666666666667,0.4238,12,0,3.33333333333333,1.33333333333333,5,30.3333333333333
"24-05-2016",930.9,943.35,929,940.05,939.5904272,191480,14.35,9.15,3,1,1,1,0.1068,-0.1068,0.0997,0.29,0.0809,24,0,9,3,3,73
"25-05-2016",949.2,951.9,941.6,949.25,947.5372608,181679,10.3,0.05,2,0,0,2,0,0,0,0.79,0.2503,48,0,13,4,8,83
"26-05-2016",950.55,953,944.25,946.65,947.9970396,196930,8.75,-3.9,2,0,0,2,0,0,0,0.29,0.0273,24,0,14,2,3,86
"27-05-2016",951.5,975.7,949.5,972.65,965.4896804,306408,26.2,21.15,0,0,0,0,0,0,0,1.83,0.0218,120,4,31,2,4,121
"30-05-2016",975,981.45,966,969.45,972.2980645,215289,15.45,-5.55,1.66666666666667,1,0,0.666666666666667,0,0,0,0.39,0.0196333333333333,20.6666666666667,0,7,4.66666666666667,3.66666666666667,53
"31-05-2016",968.9,972.5,956.2,958.95,962.6894559,196964,16.3,-9.95,5,0,0,5,0,0,0,1.92,0.1403,179,3,52,5,21,171
"01-06-2016",958.8,966.5,951.25,953.3,959.1970002,187746,15.25,-5.5,9,2,2,5,0.2039,-0.1068,-0.1045,1.75,-0.184,103,3,51,26,25,172
"02-06-2016",956.1,957.25,945.25,956,950.7319418,172276,12,-0.1,13,4,0,9,0.2118,0,0.1122,1.25,0.3813,75,4,28,3,24,109
"03-06-2016",957.5,963.6,955.4,957.95,959.1633158,144389,8.2,0.45,24,2,0,22,0.0155,0,0.002,1.21,0.2076,73,3,21,8,12,114
"06-06-2016",959,962.75,953,955.9,957.36259,157434,9.75,-3.1,2.33333333333333,0.666666666666667,0,1.66666666666667,0.0686333333333333,0,0.0501666666666667,0.306666666666667,-0.0623333333333333,20.6666666666667,0.333333333333333,4,0.333333333333333,1.66666666666667,17
"07-06-2016",956,961.1,951.8,954.65,955.6303982,175267,9.3,-1.35,4,0,1,2,0.2119,-0.1068,-0.0413,1,0.1489,37,0,12,1,5,75
"08-06-2016",957,958,950.2,954.15,953.7150951,183907,7.8,-2.85,2,0,0,2,0,0,0,0.58,-0.0769,27,0,9,3,1,59
"09-06-2016",958.05,977,958,971.45,971.0022468,318681,19,13.4,1,0,0,1,0,0,0,0.33,0.0738,17,4,9,0,3,61
"10-06-2016",973,984.2,968.7,975.65,976.8656962,226144,15.5,2.65,0,0,0,0,0,0,0,0.92,0.4588,33,0,10,2,12,70
"13-06-2016",970,983.3,964,979.3,973.9389496,189663,19.3,9.3,0,0,0,0,0,0,0,0.266666666666667,-0.0135666666666667,11,0,3.33333333333333,2,2.33333333333333,30.6666666666667
"14-06-2016",982,984.5,969.3,974.9,976.9728163,134051,15.2,-7.1,2,1,0,1,0,0,0,0.5,-0.2219,24,0,7,4,5,62
"15-06-2016",977.5,984.9,973.5,982.4,980.3432068,168059,11.4,4.9,8,0,0,10,0.0637,0,0,1.5,0.1877,87,2,15,2,7,81
"16-06-2016",981.9,983.5,967.5,974.55,974.5638335,189485,16,-7.35,1,0,0,1,0,0,0,0.5,0.3905,27,0,7,2,7,56
"17-06-2016",977,978.9,970,973.25,973.8622197,159014,8.9,-3.75,5,1,0,4,0.1068,0,0.023,0.96,0.9284,30,0,3,3,14,63
"20-06-2016",965,993,965,990.55,985.1299982,355228,28,25.55,2,0,0,2,0.00766666666666667,0,0,0.39,-0.4596,17.6666666666667,0.333333333333333,4,7.33333333333333,0.666666666666667,30.6666666666667
"21-06-2016",995,995,980.2,987.25,986.5282164,347776,14.8,-7.75,0,0,0,0,0,0,0,1.08,0.2767,51,0,20,3,14,81
"22-06-2016",986.95,986.95,977,980.5,980.9591478,385463,9.95,-6.45,2,0,0,3,0,0,0,0.67,0.3932,29,0,7,2,6,72
"23-06-2016",980,983.45,970,981.9,975.3364941,219671,13.45,1.9,0,0,0,0,0,0,0,0.58,0.6278,28,0,5,2,9,60
"24-06-2016",966,966,934.4,951.5,946.5987703,713656,31.6,-14.5,1,0,0,4,0,0,0,0.96,0.6888,33,0,8,0,12,65
"27-06-2016",949.85,958.8,944,956.1,954.4872887,266573,14.8,6.25,4.33333333333333,0.666666666666667,0,3.66666666666667,0.0679666666666667,0,0.0087,0.443333333333333,-0.0237333333333333,19.3333333333333,0,7.33333333333333,1.33333333333333,2.33333333333333,26
"28-06-2016",957.5,961.55,956,958.2,958.701408,152345,5.55,0.7,57,0,48,11,0,-0.9997,-0.9504,0.75,0.7468,37,0,10,5,17,79
"29-06-2016",961,968.8,960.3,966.85,964.9287304,169890,8.5,5.85,0,0,0,0,0,0,0,0.79,0.618,35,0,8,1,11,46
"30-06-2016",971,977.75,967.35,969.45,971.1872068,249804,10.4,-1.55,1,0,0,1,0,0,0,0.33,-0.017,15,0,7,1,1,50
"01-07-2016",973.5,976.45,970.2,973.65,973.4209817,149225,6.25,0.15,1,0,0,1,0,0,0,0.88,0.067,46,0,16,0,5,58
"04-07-2016",978,992.35,976.2,986.65,987.4234562,211611,16.15,8.65,2.66666666666667,0,0,2.66666666666667,0,0,0,0.473333333333333,0.1371,21.6666666666667,0.333333333333333,8.33333333333333,0.333333333333333,3.66666666666667,33.3333333333333
"05-07-2016",989.95,1002.8,980.5,992.95,994.5277135,258358,22.3,3,1,0,0,1,0,0,0,1.33,0.3788,58,4,21,2,17,107
"07-07-2016",993.45,1000,986.75,987.9,991.8325586,205672,13.25,-5.55,13,1,1,11,0.1068,-0.1068,0.007,1.42,0.3675,69,2,15,1,11,58
"08-07-2016",988,989,978.55,980.1,982.9500793,276679,10.45,-7.9,10,3,1,6,0.2077,-0.1068,0.1208,1.67,0.1809,91,1,39,7,19,116
"11-07-2016",988.05,994.9,985.5,990.75,990.3373666,165538,9.4,2.7,1.66666666666667,0,0,1.66666666666667,0,0,0,0.193333333333333,0.0687333333333333,8,0,3.66666666666667,2.33333333333333,1.66666666666667,31.6666666666667
"12-07-2016",992.5,1004.05,991,1002.1,998.3938894,261152,13.05,9.6,3,0,0,2,0,0,0,0.58,0.3566,30,0,5,1,5,74
"13-07-2016",1003,1015.8,1002,1008.45,1011.141127,420670,13.8,5.45,3,0,0,0,0,0,0,0.67,0.0812,31,0,12,3,4,68
"14-07-2016",1008,1014.6,999.05,1006.45,1006.506605,144511,15.55,-1.55,140,1,2,137,0.108,-0.2039,-2e-04,1.71,0.3897,88,4,26,15,24,103
"15-07-2016",1010,1020.65,1003.85,1012.55,1013.734774,357608,16.8,2.55,94,21,0,78,0.8073,0,0.0708,2.54,0.3019,438,4,89,20,63,241
"18-07-2016",1027,1039,986.1,1004.25,1021.820876,667578,52.9,-22.75,29,3.33333333333333,1.33333333333333,22.6666666666667,0.2049,-0.0776666666666667,0.0279,1.82333333333333,0.901033333333333,107.666666666667,2,19,18,67.6666666666667,162.666666666667
"19-07-2016",1008,1021.8,995.25,1015.4,1009.722322,394125,26.55,7.4,20,6,0,14,0.2134,0,0.143,1.25,0.5894,50,0,20,2,25,114
"20-07-2016",1020,1028.1,1017,1022.55,1022.820944,243360,11.1,2.55,7,0,2,5,0.009,-0.1068,-0.0587,0.88,0.6386,39,0,13,4,18,94
"21-07-2016",1024,1024.55,1005.5,1006.7,1011.700701,135079,19.05,-17.3,6,0,0,6,0,-0.0432,0,0.88,0.3334,36,0,14,3,10,97
"22-07-2016",1005,1017.25,1004.15,1014.8,1013.012989,135033,13.1,9.8,11,0,0,11,0,0,0,0.5,-0.0026,23,0,20,1,1,63
"25-07-2016",1016,1021.8,1007.8,1020.65,1014.967339,1434391,14,4.65,10.6666666666667,0.333333333333333,0,10,0.00243333333333333,0,0.000433333333333333,0.4,0.2171,23,0,8.33333333333333,0.333333333333333,5.66666666666667,38.6666666666667
"26-07-2016",1021.4,1034.15,1015.2,1023.3,1027.613636,269334,18.95,1.9,5,0,0,5,0,0,0,0.75,-0.4507,36,0,11,13,9,86
"27-07-2016",1025,1026.9,1010,1013.05,1017.348682,168876,16.9,-11.95,3,0,0,3,0,0,0,0.79,-0.0051,35,0,16,1,1,76
"28-07-2016",1018.4,1029.8,1012.5,1026.05,1020.89833,205105,17.3,7.65,12,0,0,12,0,0,0,0.42,0.2143,20,0,9,5,5,63
"29-07-2016",1025.8,1025.8,1012.2,1015.5,1016.996587,108105,13.6,-10.3,10,1,0,9,0.1068,0,0.0089,0.67,0.5409,30,0,10,4,12,75
"01-08-2016",1016.55,1020.85,1005.3,1009.3,1011.986026,137323,15.55,-7.25,2.33333333333333,0,0,2.33333333333333,0,0,0,0.626666666666667,0.0918333333333333,37.6666666666667,0,11.6666666666667,1.66666666666667,1.66666666666667,38.6666666666667
"02-08-2016",1008.9,1018.5,1007,1011.05,1012.928829,158464,11.5,2.15,9,2,0,4,0.2039,0,0.0803,1.17,-0.1216,48,0,12,5,4,65
"03-08-2016",1011.55,1013.05,992,994.05,998.3584308,175635,21.05,-17.5,8,0,1,7,0,-0.1068,-0.0077,0.46,0.1654,28,0,15,8,8,91
"04-08-2016",1000,1002,984.5,993.15,991.0722101,178507,17.5,-6.85,6,0,0,6,0,0,0,1.63,0.0119,120,0,43,5,5,113
"05-08-2016",995.2,1017.5,995.2,1014.55,1007.24389,174956,22.3,19.35,17,2,0,16,0.1068,0,0.0134,0.63,0.7044,40,0,19,3,26,93
"08-08-2016",1017.15,1033.5,1017.15,1029.65,1029.153379,266132,16.35,12.5,13.3333333333333,0.333333333333333,0,11.6666666666667,0.0356,0,0.0022,0.206666666666667,0.0908666666666667,21.6666666666667,0.333333333333333,7.33333333333333,2.66666666666667,5.66666666666667,40.3333333333333
"09-08-2016",1028.4,1033.4,1021.3,1029.85,1027.707437,188865,12.1,1.45,8,0,0,7,0,0,0,0.5,0.0915,30,0,17,4,5,80
"10-08-2016",1029.95,1034.5,1001.05,1002.8,1013.98653,205341,33.45,-27.15,24,1,0,22,0.04,0,0.0014,1.21,-0.2399,75,2,23,12,3,92
"11-08-2016",1004,1022,1000.25,1012.45,1012.780516,161720,21.75,8.45,31,0,0,30,0.0019,0,0,1.25,0.2326,71,0,29,5,18,121
"12-08-2016",1015,1041.75,1014.9,1034.95,1032.496747,361232,26.85,19.95,23,1,0,22,0.1068,0,0.001,0.79,0.1219,38,0,18,2,7,114
"16-08-2016",1035,1044,1016,1024.2,1026.885026,202889,28,-10.8,5.88888888888889,0.666666666666667,1,4.22222222222222,0.0380111111111111,-0.0356,-0.0545333333333333,0.378888888888889,-0.119322222222222,22.6666666666667,0,6.11111111111111,4.88888888888889,3.55555555555556,43.4444444444444
"17-08-2016",1023,1028.8,1008.2,1014,1018.572435,453723,20.6,-9,25,3,3,18,0.2039,-0.2251,-0.0194,0.67,0.2189,51,0,21,10,14,97
"18-08-2016",1015.35,1023.15,1015.15,1016.6,1019.68149,290170,8,1.25,19,0,0,18,0,-0.0077,0,1.46,0.5479,96,0,22,7,27,99
"19-08-2016",1011,1021.7,1007.25,1014.85,1014.89895,149095,14.45,3.85,12,4,0,8,0.2039,0,0.1238,0.54,0.2943,35,0,20,0,15,89
"22-08-2016",1017.9,1020.35,1007.3,1013.9,1013.502988,179189,13.05,-4,91,1,0,90.6666666666667,0.0598333333333333,0,0.00186666666666667,0.333333333333333,0.0987,25.6666666666667,0,10,2.33333333333333,3.33333333333333,85.3333333333333
"23-08-2016",1013,1014.8,1005.1,1009.9,1010.281312,208441,9.7,-3.1,41,1,4,35,0.1068,-0.1068,-0.0096,1.21,0.3291,76,0,33,12,26,147
"24-08-2016",1014.5,1022.1,1011.1,1020.75,1015.086459,366612,11,6.25,97,0,1,98,0,-0.0785,-1e-04,0.83,0.0556,49,0,35,3,9,106
"25-08-2016",1020.5,1028.5,1010,1013.1,1020.410789,156757,18.5,-7.4,48,0,0,47,0,0,0,0.83,0.2543,53,0,17,0,10,65
"26-08-2016",1014.8,1030,1014.65,1027.7,1024.604995,232782,15.35,12.9,28,1,0,25,0.1081,0,0.0019,1.17,0.2257,59,0,29,6,16,114
"29-08-2016",1027.7,1059.95,1027,1057,1044.484255,639293,32.95,29.3,9.33333333333333,1.33333333333333,2,6,0.258033333333333,-0.0973666666666667,0.0361666666666667,0.373333333333333,0.296366666666667,26,1.33333333333333,8,2.33333333333333,7.33333333333333,57.3333333333333
"30-08-2016",1059.2,1070,1053.25,1065.8,1058.6613,1139289,16.75,6.6,26,1,2,21,0.1068,-0.2175,-0.005,1.54,0.1565,92,1,33,2,13,128
"31-08-2016",1065.9,1073.55,1047.05,1058,1064.907688,232493,26.5,-7.9,22,0,0,21,0.0053,0,0,1.63,0.0525,116,4,50,6,12,117
"01-09-2016",1053.9,1072.55,1026.25,1029.15,1051.926353,1095036,46.3,-24.75,311,20,19,284,0.0868,-0.202,-0.0039,3.33,0.2022,872,4,339,91,182,730
"02-09-2016",1032,1035,1003.1,1012.85,1014.115612,541854,31.9,-19.15,145,4,13,117,0.1068,-0.2838,-0.0101,3.29,0.2588,347,2,178,46,115,517
"06-09-2016",1020,1024.95,1014,1020.45,1019.227938,240877,10.95,0.45,29.5555555555556,0.555555555555556,2.22222222222222,26.5555555555556,0.0335222222222222,-0.1053,-0.0172111111111111,0.903333333333333,0.340244444444444,77,0,30.4444444444444,6.77777777777778,24.4444444444444,108
"07-09-2016",1020.1,1026.75,1014,1017.45,1019.079504,220304,12.75,-2.65,19,1,2,17,0.1068,-0.1068,-0.009,1.21,0.0703,83,0,30,3,10,102
"08-09-2016",1020.5,1035.5,1020,1032.25,1030.389764,367758,15.5,11.75,21,2,0,17,0.1068,0,0.0095,1.38,0.3228,107,0,51,7,35,164
"09-09-2016",1034,1049.65,1030.2,1043.7,1042.403443,305332,19.45,9.7,45,1,2,37,0.0138,-0.1068,-0.0019,1.67,-0.0237,128,0,70,11,11,164
"12-09-2016",1034,1055.65,1025.1,1046.6,1046.703021,492672,30.55,12.6,7,0.333333333333333,0.333333333333333,6.33333333333333,0.0356,-0.00103333333333333,0.00153333333333333,0.53,0.103633333333333,57.3333333333333,0,21.3333333333333,5,8,63
"14-09-2016",1046,1058,1040.65,1045.45,1052.560581,314372,17.35,-0.55,42,2,2,41,0.1068,-0.1068,0.0019,1.79,0.3142,165,0,54,9,39,148
"15-09-2016",1047,1068,1047,1062.45,1056.215057,462771,21,15.45,28,1,0,25,0.0832,-0.0034,0.0011,1.25,0.642,80,0,25,12,36,147
"16-09-2016",1065,1093.25,1059.75,1075.65,1082.883752,1299359,33.5,10.65,98,4,2,73,0.1068,-0.1068,0.002,1.42,0.2484,125,2,54,10,31,160
"19-09-2016",1074.9,1087.5,1071.05,1082.35,1082.043939,1613535,16.45,7.45,16.3333333333333,1.33333333333333,2,10.6666666666667,0.139166666666667,-0.101933333333333,-0.0446666666666667,0.596666666666667,0.148166666666667,61.6666666666667,0,29.3333333333333,3.33333333333333,12,72.6666666666667
"20-09-2016",1085.05,1086,1069.1,1074.1,1075.944362,296596,16.9,-10.95,26,0,1,25,0,-0.1618,-0.0011,0.63,0.1844,71,0,29,5,15,109
"21-09-2016",1074,1084.5,1067,1071.35,1075.147569,157167,17.5,-2.65,17,0,0,18,0,0,0,1.25,0.0702,83,0,50,7,16,130
"22-09-2016",1080,1095.5,1079.1,1087.65,1089.840598,541248,16.4,7.65,26,3,0,24,0.2039,0,0.0126,1,0.1395,94,0,43,12,17,165
"23-09-2016",1088,1109.2,1088,1102.95,1101.095133,1161460,21.2,14.95,28,6,0,23,0.2921,0,0.0696,1.17,0.4108,103,0,35,8,31,184
"26-09-2016",1102.5,1128.9,1102,1109.35,1120.893594,991973,26.9,6.85,15.6666666666667,3,0.333333333333333,11.3333333333333,0.135666666666667,-0.0356,0.0846333333333333,0.61,0.123566666666667,55.6666666666667,0.333333333333333,22,4.33333333333333,14,82.3333333333333
"27-09-2016",1113.05,1125.7,1107.3,1110.45,1114.644249,318951,18.4,-2.6,147,0,7,141,0.3611,-0.4188,-0.0023,1.29,0.3628,141,0,35,17,27,164
"28-09-2016",1110,1113,1087.3,1089.7,1093.795335,320533,25.7,-20.3,32,0,8,24,0,-0.2238,-0.0816,0.88,0.2786,77,1,37,16,32,176
"29-09-2016",1095,1110,1067.5,1072.55,1087.219939,389803,42.5,-22.45,20,2,0,18,0.2039,-0.0298,0.0094,0.79,0.334,87,0,27,7,20,139
"30-09-2016",1070,1093.45,1067,1082.1,1082.396061,184651,26.45,12.1,6,0,0,6,0,0,0,0.92,-0.1476,85,0,31,13,8,128
"03-10-2016",1084.5,1107.35,1076.95,1090.4,1089.31032,955952,30.4,5.9,10.3333333333333,0,0.333333333333333,7.33333333333333,0,-0.0356,-0.001,0.333333333333333,0.0847,62,0,19.3333333333333,6.66666666666667,9.66666666666667,76.6666666666667
"04-10-2016",1093.9,1108,1092,1095.2,1098.24384,413390,16,1.3,22,0,9,10,0,-0.5718,-0.3439,0.88,0.3963,90,0,27,10,25,139
"05-10-2016",1103.15,1105.8,1085.75,1089.3,1095.132568,229693,20.05,-13.85,7,0,0,3,0,-0.0226,0,0.17,0.0351,35,0,23,3,5,93
"06-10-2016",1092,1124.8,1092,1111.1,1113.469486,1709509,32.8,19.1,5,1,0,4,0.1068,0,0.0214,0.67,0.7795,87,4,5,2,11,91
"07-10-2016",1111.1,1122.65,1107.55,1109.95,1113.067286,455517,15.1,-1.15,13,2,2,7,0.1068,-0.2039,0.0548,1.63,0.1644,131,3,56,8,26,200
"10-10-2016",1115,1122,1092.8,1095.95,1104.403291,163780,29.2,-19.05,13,3,0.333333333333333,7.66666666666667,0.240466666666667,-0.0801666666666667,0.222333333333333,0.32,0.4115,44.3333333333333,0,20.3333333333333,2.33333333333333,17,74
"13-10-2016",1093.7,1093.7,1052.05,1057.7,1074.75958,580933,41.65,-36,6.66666666666667,1,1,4.33333333333333,0.0768,-0.140066666666667,0.0363666666666667,0.443333333333333,0.1627,61,1.33333333333333,19.3333333333333,4.33333333333333,9.66666666666667,81.6666666666667
"14-10-2016",1060.5,1081.95,1058,1078.2,1075.380282,285604,23.95,17.7,26,0,2,14,0,-0.2039,-0.0175,0.42,-0.3104,45,1,22,16,10,132
"17-10-2016",1079,1080.65,1058,1060.15,1066.696386,222193,22.65,-18.85,18.6666666666667,0,4.33333333333333,14.3333333333333,0,-0.230066666666667,-0.0922333333333333,0.376666666666667,0.246833333333333,42,0,15,2.66666666666667,5.33333333333333,70
"18-10-2016",1064,1082,1062.8,1079.3,1075.201289,189876,19.2,15.3,23,1,1,22,0.1068,-0.3264,-0.0017,1.29,-0.1044,97,0,41,14,5,150
"19-10-2016",1083.15,1094.5,1081.4,1086.9,1089.879783,458730,13.1,3.75,9,0,0,6,0.0055,0,0,1.04,0.391,72,0,28,10,23,136
"20-10-2016",1091.95,1097.8,1085.1,1088.5,1090.611552,201875,12.7,-3.45,52,12,19,23,0.4734,-0.5399,-0.3606,2.29,0.4637,559,4,99,27,95,311
"21-10-2016",1099,1099,1059,1064.4,1070.150072,700819,40,-34.6,140,24,21,96,0.9195,-0.498,0.0494,3.21,0.6814,357,4,69,68,140,439
"24-10-2016",1068,1074,1060.5,1063.55,1067.93074,142852,13.5,-4.45,16.3333333333333,0.666666666666667,2.33333333333333,10.3333333333333,0.0734333333333333,-0.171533333333333,-0.0311666666666667,0.36,0.4213,38.3333333333333,0,16.3333333333333,4,13.6666666666667,77
"25-10-2016",1063.2,1065.4,1054.5,1059.9,1059.259611,185050,10.9,-3.3,11,3,0,8,0.2039,-0.0122,0.0804,1.21,0.4437,111,0,18,0,16,97
"26-10-2016",1058,1059.2,1052,1054.15,1054.568293,114052,7.2,-3.85,11,4,3,5,0.2039,-0.2039,0.2642,1.46,0.4837,87,0,40,3,37,155
"27-10-2016",1053,1054,1043.2,1048.5,1048.890087,128047,10.8,-4.5,20,5,0,15,0.1156,0,0.1043,1.17,0.1913,345,0,19,1,9,88
"28-10-2016",1050,1056,1043.95,1053.5,1051.789087,145866,12.05,3.5,3,1,0,2,0.1068,0,0.0405,1.38,0.218,58,0,14,0,7,388
"30-10-2016",1057,1065,1047.85,1051.2,1052.51664,46545,17.15,-5.8,4,1,0,3,0.1068,0,0.0389,0,0,6,0,1,0,0,3
"01-11-2016",1051,1055,1047.75,1048.3,1050.095453,114140,7.25,-2.7,12,1,2,10,0.1068,-0.2253,-0.0274,0.42,0.1475,61,1,26,5,12,103
"02-11-2016",1042,1042.05,1021.1,1024.05,1030.234005,167266,20.95,-17.95,13,0,0,10,0,0,0,0.75,0.0323,64,0,27,4,6,84
