"Date","Open.Price","High.Price","Low.Price","Close.Price","VWAP","Volume","Spread.High.Low","Spread.Close.Open","Twitter.Publication.Count","Twitter.Positive.Sentiment","Twitter.Negative.Sentiment.Count","Twitter.Neutral.Sentiment.Count","Twitter.Sentiment.Daily.Maximum","Twitter.Sentiment.Daily.Minimum","Twitter.Sentiment.Daily.Average","News.Heat...Daily.Average.Story.Flow","News.Sentiment...Daily.Average","News.Publication...Daily.Number.of.Stories","News.Heat...Daily.Max.Readership","News.Neutral.Sentiment.Count","News.Negative.Sentiment.Count","News.Positive.Sentiment.Count","News.Publication.Count"
"04-08-2015",1001.25,1005.45,980.15,988.1,989.5021585,355105,25.3,-13.15,0,0,0,0,0,0,0,0.42,0.6337,35,0,7,5,9,141
"05-08-2015",990,1000,984,987.65,993.5345079,262896,16,-2.35,3,2,0,1,0.1068,0,0.2183,1.04,0.5082,60,0,12,7,13,131
"06-08-2015",994,994,978,979.4,983.8063354,239574,16,-14.6,2,0,0,2,0,0,0,0.88,0.4491,54,0,12,10,14,135
"07-08-2015",981,994,975.3,984.25,987.0084917,249891,18.7,3.25,6,1,0,5,0.1068,0,0.0121,0.67,0.7094,38,0,12,2,15,124
"10-08-2015",985,989.8,966.25,970.1,977.9804066,192667,23.55,-14.9,1,0.333333333333333,0,0.666666666666667,0.0356,0,0.0211333333333333,0.303333333333333,0.325066666666667,18.3333333333333,0,5,1,4.66666666666667,44
"11-08-2015",976,976,958.55,966.35,966.6715996,269415,17.45,-9.65,0,0,0,0,0,0,0,0.42,-0.3817,35,0,4,5,4,105
"12-08-2015",966.35,966.35,940.15,943.05,952.9598592,391422,26.2,-23.3,2,0,0,0,0,0,0,0.08,0.5153,3,0,12,0,9,93
"13-08-2015",948,954.1,931.25,934.9,942.976286,226828,22.85,-13.1,3,1,0,2,0.1068,0,0.0529,0.5,0.4035,42,0,1,1,4,89
"14-08-2015",938.6,971.95,934.9,967.05,958.1151166,376123,37.05,28.45,4,0,0,4,0,0,0,1.04,0.333,70,2,11,6,6,121
"17-08-2015",967,967.05,947.3,950.05,952.4607641,278342,19.75,-16.95,0.333333333333333,0,0,0.333333333333333,0,0,0,0.193333333333333,-0.161133333333333,16.6666666666667,0,5,4.66666666666667,3,47
"18-08-2015",955.2,958.85,942,944.35,946.2577911,262895,16.85,-10.85,1,0,0,1,0,0,0,0.58,0.4842,46,1,9,2,9,88
"19-08-2015",944.9,960.45,939.65,952.7,951.5592809,299152,20.8,7.8,8,0,0,8,0,0,0,1.75,0.8507,124,0,13,3,22,135
"20-08-2015",959.9,960,916.25,918.85,933.1525232,439271,43.75,-41.05,18,3,0,15,0.1068,0,0.0371,1.83,0.2567,145,1,59,6,36,335
"21-08-2015",910,911.8,897.35,907.3,905.0118969,559054,14.45,-2.7,4,1,0,3,0.1068,0,0.0428,0.63,0.3302,46,0,16,4,13,159
"24-08-2015",890,890,819,828.95,856.2803859,915064,71,-61.05,3.66666666666667,0,0.333333333333333,3.33333333333333,0,-0.0356,-0.00503333333333333,0.223333333333333,-0.0605333333333333,16,0.333333333333333,6.33333333333333,3.66666666666667,4,63.3333333333333
"25-08-2015",840,861,824.4,852.9,841.3830625,680620,36.6,12.9,8,1,0,7,0.1068,0,0.0128,0.79,0.2409,56,3,12,5,9,146
"26-08-2015",847.9,874.8,841.45,853.45,860.727124,398419,33.35,5.55,3,0,0,3,0,0,0,0.96,-0.1635,53,0,12,9,7,126
"27-08-2015",868.3,880,857.65,869.55,870.363021,338333,22.35,1.25,8,1,0,8,0.0979,0,0.0103,0.38,0.0947,38,0,12,0,4,102
"28-08-2015",879.55,883,866.1,871.2,875.2084777,239263,16.9,-8.35,9,2,0,6,0.1068,0,0.0452,0.79,0.6485,48,0,11,7,14,121
"31-08-2015",870.25,871.2,854.5,856.8,862.2754924,352115,16.7,-13.45,8.33333333333333,0,0,8.33333333333333,0,0,0,0.11,0.335633333333333,15,0,3.33333333333333,2.33333333333333,6.66666666666667,56.3333333333333
"01-09-2015",852.55,853,835.2,840.15,841.6572224,670601,17.8,-12.4,6,1,0,5,0.1068,0,0.0161,0.58,0.9172,36,0,4,3,13,156
"02-09-2015",850,856.95,843.3,849.3,850.0736978,368125,13.65,-0.7,4,0,0,4,0,0,0,0.5,0.2969,43,0,7,4,7,138
"03-09-2015",853.9,860.4,845.05,853.75,851.9842238,207655,15.35,-0.15,2,1,0,1,0.1068,0,0.0788,0.58,-0.3097,46,0,9,14,7,126
"04-09-2015",847.1,850.35,825.25,835.6,835.0025711,636304,25.1,-11.5,2,0,0,2,0,0,0,0.17,0.5779,21,0,1,9,8,74
"07-09-2015",837,844,827.75,833.05,833.6321193,177756,16.25,-3.95,0.333333333333333,0,0,0.333333333333333,0,0,0,0.0833333333333333,-0.107566666666667,11.6666666666667,0,4,1.66666666666667,1.66666666666667,37.6666666666667
"08-09-2015",836,853.2,826,848.95,842.1646273,288488,27.2,12.95,0,0,0,0,0,0,0,0.67,-0.2494,46,0,12,6,5,128
"09-09-2015",859,878.5,851.35,873.05,865.3123713,410854,27.15,14.05,11,0,0,11,0,0,0,0.46,0.6742,34,1,8,1,11,136
"10-09-2015",860.1,870,856,866.95,863.2566828,368560,14,6.85,4,1,0,3,0.0727,0,0.0212,1.04,0.2634,58,0,16,5,9,127
"11-09-2015",873.35,876.3,857.3,861.05,863.2928102,363751,19,-12.3,2,0,0,2,0,0,0,0.88,0.2219,55,0,21,9,11,123
"14-09-2015",861.8,864.4,852.1,863.05,857.9740364,244111,12.3,1.25,1.33333333333333,0,0,1.33333333333333,0,0,0,0.153333333333333,0.0774333333333333,9,0,5.33333333333333,1,3,49.3333333333333
"15-09-2015",862,869.65,856.2,867.55,863.3971113,332748,13.45,5.55,3,0,0,3,0,0,0,0.71,0.1854,36,0,12,0,5,82
"16-09-2015",870,877.4,865,872.1,872.1333498,283855,12.4,2.1,7,0,0,7,0,0,0,1.08,0.1048,48,1,19,2,6,171
"18-09-2015",877.5,899,877.1,895.1,888.5620799,558538,21.9,17.6,1,0,0,1,0,0,0,0.83,-0.723,26,0,3,9,4,82
"21-09-2015",880,887.75,875.7,877.7,881.5194065,177131,12.05,-2.3,0.666666666666667,0.333333333333333,0,0.333333333333333,0.0356,0,0.0356,0.49,0,21,0.333333333333333,4.66666666666667,3.66666666666667,4,60
"22-09-2015",880.1,884.45,845,847.45,863.3428568,723862,39.45,-32.65,5,0,0,4,0,0,0,1.21,0.196,59,3,14,10,9,127
"23-09-2015",840,856.75,840,851.4,849.4837675,416233,16.75,11.4,7,1,0,6,0.1068,0,0.0111,1.46,0.5696,56,0,14,7,14,111
"24-09-2015",848,848,835.05,837.9,838.8303516,730116,12.95,-10.1,3,0,0,3,0,0,0,1,-0.1844,33,1,16,10,9,141
"28-09-2015",837.9,840.9,830,834.35,834.1730284,778144,10.9,-3.55,1.11111111111111,0,0,1.11111111111111,0,0,0,0.314444444444444,0.0385888888888889,14.2222222222222,0,3.22222222222222,1.33333333333333,4,47.7777777777778
"29-09-2015",829,849.3,826.55,839.15,837.3115666,436844,22.75,10.15,2,1,0,1,0.1068,0,0.1003,0.83,0.0428,45,0,6,0,3,85
"30-09-2015",848.05,863,838.6,860.5,852.9954505,345752,24.4,12.45,13,2,0,11,0.2039,0,0.0237,1.79,0.5292,78,0,13,4,21,174
"01-10-2015",872,872.5,858.8,862.3,863.0472398,173286,13.7,-9.7,13,0,6,7,0,-0.2039,-0.3208,0.96,-0.2753,40,0,23,14,12,131
"05-10-2015",865,889.9,862.5,886.25,877.6669819,369010,27.4,21.25,1.55555555555556,0.333333333333333,0.222222222222222,1,0.0356,-0.0118666666666667,0.00413333333333334,0.576666666666667,0.137344444444444,21.2222222222222,0,7,1.66666666666667,3.77777777777778,51.1111111111111
"06-10-2015",893.1,899,885.55,895.9,893.324664,233928,13.45,2.8,2,0,0,2,0,0,0,0.63,0.4322,22,0,8,0,7,60
"07-10-2015",895.8,917,890.05,913.85,903.6151,320860,26.95,18.05,1,0,0,1,0,0,0,0.38,0.2339,23,0,6,3,4,90
"08-10-2015",914.15,915,886.6,889.15,899.3020727,293575,28.4,-25,5,0,2,3,0,-0.1068,-0.1188,1.79,-0.6299,86,4,14,23,7,154
"09-10-2015",896.85,904.9,882.1,886.35,891.5264571,252976,22.8,-10.5,1,0,0,1,0,0,0,1.08,0.2336,52,2,14,8,8,137
"12-10-2015",890,900.65,888.5,892.05,894.6065313,144413,12.15,2.05,5.33333333333333,0,0,5.33333333333333,0,0,0,0.863333333333333,0.0965666666666666,47.6666666666667,0,10.3333333333333,1.66666666666667,4.66666666666667,53.3333333333333
"13-10-2015",887.8,895,883,892.55,889.8306727,127540,12,4.75,6,0,2,4,0,-0.1068,-0.0849,1.17,-0.1486,50,0,25,9,7,111
"14-10-2015",893.15,904,892.3,902,899.9739257,167406,11.7,8.85,3,2,0,1,0.1142,0,0.2466,1.04,0.2017,39,3,10,4,5,86
"15-10-2015",907.25,910.6,900.1,904,904.75339,189822,10.5,-3.25,0,0,0,0,0,0,0,0.5,0.7318,28,0,3,0,10,83
"16-10-2015",905,914.7,904,912.2,911.1298893,232521,10.7,7.2,3,24,2,38,0.8473,-0.2039,0.3101,3,0.3797,603,4,107,12,81,473
"19-10-2015",941.6,965.2,941.6,963.4,956.9270182,802090,23.6,21.8,11,5.66666666666667,1.33333333333333,8.33333333333333,0.164066666666667,-0.103566666666667,0.2759,1.65333333333333,0.8786,128.333333333333,2,20.6666666666667,7.33333333333333,69.6666666666667,211.666666666667
"20-10-2015",963,966.8,951.1,955.45,957.2726671,206974,15.7,-7.55,9,3,0,6,0.1092,0,0.1564,1.21,0.8513,73,0,16,5,29,180
"21-10-2015",956,974,952.8,954.75,962.6390116,290037,21.2,-1.25,1,0,0,1,0,0,0,0.67,0.3635,46,0,22,1,15,119
"23-10-2015",962.1,973.35,950.8,955.85,963.11029,239795,22.55,-6.25,2,0,0,2,0,0,0,1.13,0.7201,64,0,5,8,12,87
"26-10-2015",958.05,963,940,943,948.3627431,151129,23,-15.05,1,0,0,1,0,0,0,0.25,0.4411,18.6666666666667,0,4.33333333333333,1.33333333333333,7.66666666666667,54.3333333333333
"27-10-2015",941.8,947.75,937.5,939.2,941.1366592,142859,10.25,-2.6,2,0,0,7,0,0,0,0.5,0.8873,35,0,5,3,17,91
"28-10-2015",938,944.5,930.35,937.25,937.8912209,140606,14.15,-0.75,4,2,0,4,0.2039,0,0.0825,1.25,0.3153,72,0,21,4,16,137
"29-10-2015",938.8,944.95,935.5,941.55,940.364989,122316,9.45,2.75,6,2,0,4,0.2039,0,0.0907,0.67,0.615,41,0,19,4,25,132
"30-10-2015",941.55,955.75,940.8,947.85,950.0119081,172739,14.95,6.3,0,0,0,0,0,0,0,0.29,0.266,24,0,6,4,5,84
"02-11-2015",946.1,960.5,945.25,959.15,953.7913952,156238,15.25,13.05,1.33333333333333,0,0,1.33333333333333,0,0,0,0.333333333333333,0.0489,25.3333333333333,0,6.33333333333333,4,4.66666666666667,64.3333333333333
"03-11-2015",962,970,962,966.4,965.5804857,181908,8,4.4,5,0,0,5,0,0,0,0.46,0.318,37,0,11,2,8,86
"04-11-2015",972,975,946.7,952.1,962.7147751,172804,28.3,-19.9,0,0,0,0,0,0,0,0.29,0.2303,26,0,6,4,4,83
"05-11-2015",951,951.5,933.05,936.85,943.6950617,243728,18.45,-14.15,3,0,0,3,0,0,0,0.33,0.2557,39,0,9,4,6,89
"06-11-2015",938,954,938,952.45,948.6017176,175476,16,14.45,3,0,0,3,0,0,0,0.17,0.3811,30,0,9,1,8,79
"09-11-2015",935,962.25,925,960,948.3089408,267514,37.25,25,0.666666666666667,0,0,0.666666666666667,0,0,0,0.07,0.199366666666667,10.6666666666667,0,2.66666666666667,0,2.33333333333333,25.3333333333333
"10-11-2015",957.1,958.95,917,921.95,933.3178531,278248,41.95,-35.15,2,0,0,2,0,0,0,0.5,0.3556,35,1,3,1,4,107
"11-11-2015",928,933,927,928.95,929.2293374,85638,6,0.95,2,1,0,1,0.1068,0,0.1053,0.46,-0.2547,22,0,3,3,3,57
"13-11-2015",918,937.15,915,930.2,926.9540091,275272,22.15,12.2,6,0,0,6,0,0,0,0.25,-0.0792,20,0,5,2,2,67
"16-11-2015",929,941.8,924.7,933.05,933.3384624,397081,17.1,4.05,7.33333333333333,0,0,7.33333333333333,0,0,0,0.54,0.213766666666667,39.3333333333333,0,12.6666666666667,1.33333333333333,10,55.6666666666667
"17-11-2015",936.7,938.7,925.95,927.5,930.775034,171497,12.75,-9.2,6,0,1,5,0,-0.1068,-0.0149,0.63,0.1499,37,0,16,5,8,121
"18-11-2015",927,931.65,910,912.35,923.1394416,229960,21.65,-14.65,7,0,0,7,0,0,0,0.63,-0.4368,49,0,7,8,6,85
"19-11-2015",919.5,937.5,918,934.2,931.6906633,225990,19.5,14.7,5,1,0,4,0.1068,0,0.0285,0.38,-0.3933,31,1,6,6,6,104
"20-11-2015",935.4,952.1,925.4,945.95,943.212352,303967,26.7,10.55,7,0,2,5,0,-0.2039,-0.0833,0.88,-0.6252,52,1,10,14,7,123
"23-11-2015",947.55,955.65,945.65,952.1,951.2209892,166800,10,4.55,2.66666666666667,0,0.333333333333333,2.33333333333333,0,-0.0356,-0.022,0.223333333333333,0.0334333333333333,16,0,5.66666666666667,1.33333333333333,3.66666666666667,33
"24-11-2015",952.05,971,950.75,968,963.7149693,228414,20.25,15.95,4,1,2,1,0.1068,-0.1068,-0.2125,0.67,0.1428,51,2,22,4,10,120
"26-11-2015",969.9,990.6,968.45,987.7,982.8121796,300255,22.15,17.8,2,0,0,2,0,0,0,0.71,0.6532,47,1,9,1,13,99
"27-11-2015",990,992,974.35,979.05,982.7722173,169451,17.65,-10.95,10,0,0,10,0,0,0,0.38,0.3016,31,0,10,3,7,101
"30-11-2015",977.15,983.8,964,968,970.184056,171638,19.8,-9.15,4,0.666666666666667,0.333333333333333,3,0.0729333333333333,-0.0356,0.0367,0.346666666666667,0.0825333333333333,25,0,4,3.33333333333333,5.66666666666667,58
"01-12-2015",966.4,978.5,962,965.55,969.2692319,169237,16.5,-0.85,3,0,0,3,0,0,0,1.04,0.4702,38,0,12,4,11,168
"02-12-2015",966.4,978.6,965.8,976.6,972.8965219,169060,12.8,10.2,5,0,0,5,0,0,0,1,-0.1589,46,0,17,8,6,103
"03-12-2015",977.5,988.25,973.35,976.8,981.3430871,316800,14.9,-0.7,0,0,0,0,0,0,0,0.08,-0.1657,18,0,10,4,4,82
"04-12-2015",973.5,976,961.9,965.75,967.3766227,183717,14.1,-7.75,6,1,0,4,0.1068,0,0.0163,0.63,0.3281,36,0,9,0,7,87
"07-12-2015",967,972.9,951,953.7,957.1103759,192243,21.9,-13.3,1.66666666666667,0,0,1.33333333333333,0,0,0,0.5,0.022,20.3333333333333,0.666666666666667,8.66666666666667,0.666666666666667,2,54.6666666666667
"08-12-2015",950.1,954,937.7,942.45,946.7650294,223479,16.3,-7.65,7,0,0,6,0,0,0,1.29,-0.0531,65,0,20,5,4,92
"09-12-2015",940,944.35,913,915.95,927.2517054,351669,31.35,-24.05,8,0,1,7,0,-0.1068,-0.0075,1.42,0.113,57,0,21,4,8,78
"10-12-2015",921.15,953.4,920.25,949.9,939.8051462,388912,33.15,28.75,17,2,0,13,0.1068,0,0.0206,2,0.1166,89,4,32,2,11,141
"11-12-2015",950.1,958.85,942.9,952.25,950.7441781,370539,15.95,2.15,7,0,0,7,0,0,0,0.25,0.7864,24,0,3,1,10,85
"14-12-2015",946.5,962.7,946.5,955.45,955.8686798,252147,16.2,8.95,2.66666666666667,0,0,2.66666666666667,0,0,0,0.196666666666667,0.162633333333333,12.3333333333333,0,3.66666666666667,0.666666666666667,2.66666666666667,31.3333333333333
"15-12-2015",956,977.9,953,975.9,969.141487,244609,24.9,19.9,20,3,0,17,0.1068,0,0.0277,1.04,0.4344,39,1,10,7,10,112
"16-12-2015",973.4,986.9,973.4,978,980.6869841,187540,13.5,4.6,7,1,0,6,0.1068,0,0.0147,1.33,-0.2041,50,0,19,9,2,85
"17-12-2015",980.25,1013.25,978,1008.35,995.0291352,574220,35.25,28.1,3,0,0,3,0,0,0,0.83,0.1454,36,4,16,5,7,82
"18-12-2015",1003,1009,990.15,992.05,997.9914943,252773,18.85,-10.95,11,0,1,10,0,-0.1068,-0.0058,1,0.6193,47,0,9,5,13,117
"21-12-2015",988.55,998.2,985,992.25,991.4606337,267805,13.2,3.7,7.33333333333333,0.333333333333333,0,7,0.0356,0,0.0014,0.39,0.275466666666667,14.6666666666667,0,5,0.333333333333333,4.66666666666667,35.3333333333333
"22-12-2015",991.1,1002.5,984,987.5,993.8577139,263406,18.5,-3.6,4,0,0,4,0,0,0,1.25,0.0603,47,0,13,3,4,90
"23-12-2015",993.4,1006,990.9,1003.55,1003.50897,227045,15.1,10.15,13,0,0,12,0,0,0,0.75,0.2317,42,2,20,2,11,86
"24-12-2015",1005.5,1008,996.1,1000.9,1000.791003,146409,11.9,-4.6,28,0,0,28,0,0,0,1.13,0.6163,61,1,8,7,13,71
"28-12-2015",1004,1013.55,1001,1008.55,1008.699294,291670,12.55,4.55,30.7777777777778,1.55555555555556,0,28,0.158588888888889,0,0.0303333333333333,0.541111111111111,0.387133333333333,34.6666666666667,0.333333333333333,12.8888888888889,1.44444444444444,14.2222222222222,60.7777777777778
"29-12-2015",1013,1018.5,1007.5,1015.15,1013.894282,248983,11,2.15,10,2,0,7,0.1068,0,0.0554,0.63,0.508,43,0,14,1,14,72
"30-12-2015",1015.7,1017,1002.1,1004.85,1007.892417,103873,14.9,-10.85,7,0,0,7,0,0,0,0.17,0.5864,16,0,4,3,7,70
"31-12-2015",1004,1017,1000,1012.6,1009.307692,241436,17,8.6,1,0,0,1,0,0,0,0.33,0.2799,26,0,3,2,3,48
"01-01-2016",1010,1020,1008.75,1015.35,1016.567151,328595,11.25,5.35,2,0,0,2,0,0,0,0.17,0.1182,10,0,1,1,1,33
"04-01-2016",1006,1014.2,987.3,995.4,999.4843528,273627,26.9,-10.6,2.33333333333333,0,0,2.33333333333333,0,0,0,0.39,0.113966666666667,16.3333333333333,0.333333333333333,1.33333333333333,0.666666666666667,1.66666666666667,26.3333333333333
"05-01-2016",1002,1010,996.85,1005.1,1004.668569,294671,13.15,3.1,1,0,0,1,0,0,0,1.13,0.3711,40,1,13,0,10,81
"06-01-2016",1005,1038,1000.55,1031.95,1027.955139,949981,37.45,26.95,3,0,0,3,0,0,0,0.58,0.785,28,4,3,5,11,87
"07-01-2016",1023.8,1027.6,1008.25,1011.55,1015.483768,374543,19.35,-12.25,1,0,0,1,0,0,0,0.29,0.4554,16,0,4,4,6,79
"08-01-2016",1019,1032.15,1000.05,1024.05,1003.965622,7008317,32.1,5.05,10,1,0,9,0.1068,0,0.0051,1.46,0.1393,66,3,25,8,10,127
"11-01-2016",1011,1059.95,1011,1051.55,1048.107564,861434,48.95,40.55,4,0,0.333333333333333,4,0,-0.0356,-0.0110333333333333,0.96,-0.0622,38.6666666666667,1.33333333333333,12.6666666666667,6.66666666666667,7.33333333333333,80
"12-01-2016",1054,1065,1041.05,1045.1,1052.989161,451258,23.95,-8.9,11,0,1,8,0,-0.0889,-0.0081,1.88,-0.1305,66,2,19,7,5,102
"13-01-2016",1054.8,1087.4,1019.35,1077.35,1059.947471,1418406,68.05,22.55,17,11,1,7,0.414,-0.1068,0.6827,2.71,0.5846,139,4,32,18,44,194
"14-01-2016",1062.1,1081,1052.4,1061.2,1067.513988,590916,28.6,-0.9,4,1,0,1,0.1068,0,0.1223,0.54,-0.7343,31,1,6,11,3,82
"15-01-2016",1070,1089.5,1066,1073.15,1081.107711,806191,23.5,3.15,6,1,0,5,0.1068,0,0.0193,1.63,-0.1144,98,1,10,4,3,79
"18-01-2016",1073.05,1082.45,1010.1,1018,1049.190729,577065,72.35,-55.05,12.3333333333333,1.66666666666667,1.33333333333333,9.33333333333333,0.140733333333333,-0.0801666666666667,0.00106666666666667,1.36,0.144633333333333,118.333333333333,1.33333333333333,14,7.66666666666667,11.6666666666667,101.666666666667
"19-01-2016",1025,1049,1015.2,1043.6,1036.090255,539474,33.8,18.6,49,31,1,16,0.5718,-0.1068,0.7866,3.67,0.6916,610,4,89,23,137,493
"20-01-2016",1040.5,1040.5,990.5,1004.35,1008.483927,1181912,50,-36.15,26,9,2,12,0.2039,-0.2519,0.3305,3.08,0.7751,281,2,22,49,106,438
"21-01-2016",1016.3,1025.7,978.15,984.9,993.9487767,921299,47.55,-31.4,11,2,0,7,0.1068,0,0.0496,1.54,0.4272,95,0,15,8,15,171
"22-01-2016",995,1010.15,994.75,1003.95,1003.456552,344318,15.4,8.95,3,2,0,1,0.1068,0,0.2078,0.71,0.1725,53,0,21,4,9,92
"25-01-2016",1008.2,1018.4,1000.15,1004.8,1009.965519,276184,18.25,-3.4,4,0,0,4,0,0,0,0.566666666666667,0.2087,32,0,10.3333333333333,3,6.33333333333333,55
"27-01-2016",1007.95,1009.7,996.15,999.35,1003.407952,213280,13.55,-8.6,6,0,0,6,0,0,0,0.63,0.2592,33,0,9,2,5,61
"28-01-2016",1000,1021.75,997.75,1016.9,1009.912861,279598,24,16.9,4,3,0,2,0.2039,0,0.2729,0.25,0.1869,29,0,7,3,4,90
"29-01-2016",1020,1039.4,1018.85,1035.05,1031.594346,280811,20.55,15.05,5,1,0,3,0.1068,0,0.0359,0.46,-0.1331,27,0,13,5,3,91
"01-02-2016",1040,1041,1025.15,1028.1,1032.208104,216574,15.85,-11.9,1.33333333333333,0,0,1.33333333333333,0,0,0,0.0266666666666667,0.241366666666667,7.66666666666667,0,3.33333333333333,0.666666666666667,3,24.3333333333333
"02-02-2016",1031,1032,990.3,1002,1012.893933,367070,41.7,-29,1,0,0,1,0,0,0,0.63,0.0568,46,0,6,1,2,72
"03-02-2016",988.1,993.2,975,980.7,984.3151587,344712,18.2,-7.4,1,0,0,1,0,0,0,0.29,0.3992,24,0,5,3,6,89
"04-02-2016",990,1000,968,973.95,982.2664022,305249,32,-16.05,1,0,0,1,0,0,0,0.13,-0.359,22,0,2,4,4,63
"05-02-2016",976.3,982,963,972.3,971.212606,329859,19,-4,0,0,0,0,0,0,0,0,0.532,15,0,3,1,6,65
"08-02-2016",971.9,984.25,957.7,961.6,972.9458037,311940,26.55,-10.3,2,0.333333333333333,0.666666666666667,1,0.0356,-0.0712,-0.0537666666666667,0.18,0.248366666666667,14,0,3.66666666666667,0,3,35.3333333333333
"09-02-2016",951.1,968.5,950.35,956.6,961.0924055,359167,18.15,5.5,3,0,0,3,0,0,0,0.67,0.3573,39,0,11,0,9,66
"10-02-2016",951.25,972.9,948.95,962.4,962.94894,495104,23.95,11.15,2,0,0,2,0,0,0,0.5,-0.1385,22,0,7,4,3,63
"11-02-2016",963,966,916.25,922.45,937.6788767,563005,49.75,-40.55,0,0,0,0,0,0,0,0.17,-0.4841,22,0,4,6,2,55
"12-02-2016",931.05,933,888.5,906.3,907.5095685,681300,44.5,-24.75,109,5,2,102,0.4197,-0.1084,0.0017,0.46,-0.0924,41,0,12,4,3,89
"15-02-2016",921,949.95,920,944.65,939.9115971,288882,29.95,23.65,9,0.333333333333333,0,8.66666666666667,0.0356,0,0.0031,0.36,0.2559,16.3333333333333,0,3.66666666666667,1.66666666666667,4,40.6666666666667
"16-02-2016",952.8,958,927,929.65,942.2675459,307379,31,-23.15,15,0,0,14,0,0,0,0.63,0.2875,28,0,14,3,8,103
"17-02-2016",933.4,956,917.1,952.45,937.8789565,365447,38.9,19.05,4,0,0,4,0,0,0,0.71,0.649,39,0,12,2,16,81
"18-02-2016",962,967.75,936.3,941.15,950.8030497,243498,31.45,-20.85,15,1,0,14,0.0738,0,0.0028,1.08,0.0814,70,0,27,5,8,99
"19-02-2016",941.15,952.45,937.8,944.55,945.183979,186168,14.65,3.4,10,0,0,10,0,0,0,0.75,-0.2346,41,0,13,7,6,82
"22-02-2016",945.9,967.9,945.05,962.45,961.50212,218870,22.85,16.55,7.66666666666667,1.33333333333333,0.666666666666667,5.66666666666667,0.0821333333333333,-0.0356,0.0310333333333333,0.513333333333333,0.140166666666667,41,1.33333333333333,12,4.66666666666667,9,70.3333333333333
"23-02-2016",964,966.9,943.05,950.7,957.7011458,1794728,23.85,-13.3,3,0,0,3,0,0,0,0.42,0.3146,32,0,6,1,5,75
"24-02-2016",946.3,959,942.55,952.55,954.3912417,1457649,16.45,6.25,0,0,0,0,0,0,0,0.04,0.3337,16,0,3,3,4,76
"25-02-2016",957,957,941.7,944.4,947.621349,332961,15.3,-12.6,4,0,0,4,0,0,0,0.33,0.0289,25,0,5,1,1,67
"26-02-2016",950,958.5,944.95,950.5,951.4249675,225109,13.55,0.5,2,0,0,2,0,0,0,0,-0.2378,11,0,3,3,1,71
"29-02-2016",951.1,993,936.3,966.55,959.3684654,999988,56.7,15.45,3.33333333333333,0,0,3.33333333333333,0,0,0,0.21,0.414366666666667,12,1.33333333333333,2.66666666666667,1,4.33333333333333,42.6666666666667
"01-03-2016",967.5,985,965,982.25,979.6227003,311829,20,14.75,4,0,0,4,0,0,0,1,0.8531,62,0,7,2,18,115
"02-03-2016",992.5,1005.25,987.5,1001.2,998.6477152,529739,17.75,8.7,10,2,3,5,0.2039,-0.1068,-0.2043,1.13,0.6748,42,0,14,4,22,128
"03-03-2016",1007.25,1017.25,997.55,1012.55,1008.873301,340650,19.7,5.3,3,1,0,2,0.1068,0,0.057,1.04,0.5423,51,4,10,3,12,85
"04-03-2016",1017,1018,1003.75,1006.5,1008.897173,2911912,14.25,-10.5,0,0,0,0,0,0,0,0.29,0.1777,16,0,5,3,3,62
"08-03-2016",1006,1031,1006,1027.15,1021.890342,424354,25,21.15,2,0,0,2,0,0,0,0.748888888888889,0.0551,29.3333333333333,0,5.66666666666667,1.44444444444444,3.44444444444444,50.4444444444444
"09-03-2016",1019,1044,1017.35,1041.95,1033.748933,367791,26.65,22.95,1,1,0,0,0.1068,0,0.1068,1.33,0.4262,48,0,7,10,11,84
"10-03-2016",1043.7,1045,1009,1012,1020.160673,354839,36,-31.7,5,1,1,3,0.1068,-0.1068,0.046,2.71,-0.3922,186,4,33,27,16,182
"11-03-2016",1016.5,1029.5,1011.3,1015.65,1019.571165,248065,18.2,-0.85,12,0,0,12,0,0,0,2.71,0.3837,135,0,41,9,37,220
"14-03-2016",1018.15,1026,1013,1018.55,1018.64667,206014,13,0.4,6.33333333333333,0,0,7,0,0,0,0.64,0.532866666666667,35.3333333333333,0,9,4,12,53
"15-03-2016",1021,1026.95,1016,1020.4,1021.22694,191800,10.95,-0.6,7,0,0,6,0,0,0,1.04,0.3043,42,0,20,1,13,87
"16-03-2016",1021,1025.7,1005.4,1021.75,1016.29246,164645,20.3,0.75,7,0,0,7,0,0,0,1.13,0.0743,45,0,11,2,3,54
"17-03-2016",1028,1036.4,1012.4,1015.55,1024.415861,201404,24,-12.45,1,0,0,1,0,0,0,1.46,0.2724,61,0,17,0,11,101
"18-03-2016",1019,1028.4,1016.25,1025.2,1022.10926,827348,12.15,6.2,1,0,0,1,0,0,0,0.33,0.5313,17,0,11,0,11,64
"21-03-2016",1027.2,1039,1023.5,1036.2,1029.796757,202295,15.5,9,0.666666666666667,0,0,0.666666666666667,0,0,0,0.223333333333333,0.0262,14,0,4.33333333333333,0.666666666666667,0.666666666666667,21
"22-03-2016",1038.1,1052.5,1036.75,1048.5,1045.552949,302113,15.75,10.4,4,0,0,4,0,0,0,0.71,0.4836,46,0,12,2,12,82
"23-03-2016",1047,1047,1023,1029.35,1031.409251,350489,24,-17.65,18,0,0,18,0,0,0,0.58,-0.2256,43,1,14,7,3,88
